product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,img_link,product_link
B07GVGTSLN,Wayona Usb Type C Fast Charger Cable Fast Charging Usb C Cable/Cord Compatible For Samsung Galaxy S10E S10 S9 S8 Plus S10+Note 10 Note 9 Note 8S20M31SM40Realme X3Pixel 2 Xl (3 Ft Pack Of 1Grey),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,325,1299,75%,4.2,10576,Fast Charge & Data Sync: Fast charge& data transfer USB A to USB C conforming to the USB Type C Specification version 1.1 56kilohm which ensure a safe charging at 4.8A Maximum. Charging and syncing 2 in 1 data transfer speed up to 480Mbps.|Extreme Durability: Over 10000 bending testsThis type c cable is far more durable than the same price Premium nylon braided type c cable adds additional durability and tangle free.|Convenient Design:The light and space-saving 1M USB Type C cable it’s perfect for your Home the office desk always keep your space tidy super easy to carry and convenient for traveling making your life more convenient.|Wide Compatibility: This USB A to USB C Charger Cable compatible with Samsung Galaxy S10e S10 S10 plus S9 S9 plus S8 S8 plus Note 10 Note 10 plus Note9 note8 a40 a50 a70 a80 A3 A5 2017 Sony Xperia XZ3 XZ2 Premium XA2 XA1XZ1 Moto G6 G6 plus G7 G7 power G7 play G7 plus Z Z2 Z3 X4 LG G8 G7 G6 G5 V40 V35 V30 V20 Googel Pixel 2 xl HTC 10 U11.|Premium Service: Wayona promise you the reliable guarantee for your top rated USB C charger cords rope and 24/7 customer service for our every client please do not hesitate to reach us.,https://m.media-amazon.com/images/I/41J6oGU8w5L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Wayona-Cable-Braided-Charger-Smartphones/dp/B07GVGTSLN/ref=sr_1_487?qid=1672903019&s=computers&sr=1-487
B01LYLJ99X,HP v222w 64GB USB 2.0 Pen Drive (Silver),Computers&Accessories|ExternalDevices&DataStorage|PenDrives,449,1300,65%,4.2,4959,The high gloss durable metal finish of the HP v222w makes for a perfect complement to ultrabooks.|Approximate the length of a quarter and the included key-fob makes it perfect for on-the âgo storing!|Offers a sleek and slim way to store and share your music photos files and more.|For product related query contact brand customer support for faster resolution,https://m.media-amazon.com/images/I/31cOcZC4n7L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/HP-v222w-Flash-Drive-64GB/dp/B01LYLJ99X/ref=sr_1_488?qid=1672903019&s=computers&sr=1-488
B014SZPBM4,Duracell Ultra Alkaline D Battery 2 Pcs,Electronics|GeneralPurposeBatteries&BatteryChargers|DisposableBatteries,380,400,5%,4.4,2111,Long Lasting Power Guaranteed|Our best battery suited for everyday devices with extra performance for high drain devices|Duralock technology keeps unused Duracell batteries fresh and powered for up to 10 years in ambient storage|Available in AAA AA C D and 9V sizes,https://m.media-amazon.com/images/I/51BGUyveMfL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Duracell-Alkaline-Battery-Duralock-Technology/dp/B014SZPBM4/ref=sr_1_490?qid=1672903019&s=computers&sr=1-490
B08CZHGHKH,BESTOR® LCD Writing Tablet/pad 12 inches | Electronic Writing Scribble Board for Kids | Kids Learning Toy | Portable Ruff for LCD Paperless Memo Digital Tablet Notepad E-Writer/Writing/Drawing Pad Home/School/Office (Black),Computers&Accessories|Accessories&Peripherals|KeyboardsMice&InputDevices|GraphicTablets,499,1399,64%,3.9,1462,BESTOR 12-inch size Graphic Tablets for drawing you can also carry it around everywhere. Furthermore the child-safe material construction of this device makes it ideal for school office or car. Even you can use this notepad as a message board for elderly people.|Compact and light design can be easily put into backpack and take it to anywhere. It can keep children quiet and busy when they are in home car airplane or in restaurant. Small size allows kids to put in the backpack or schoolbags.|[Advanced Technology]:This E-Writing Board adopt the newest LCD pressure-sensitive technology LCD writing surface creates lines of different thickness based on how hard you push - just like paper and penthis version of screen has been widely praised.|[Lock & Erase Button]:Writing pad come with feature lock and un-lock so that child can not remove anything.Erase your image or words with only touch of a button convenient for kids drawing making notes lists drafts doing the math and business etc.|[Environmentally friendly and a money saver]:you don't need to waste money on papers pencils or erasers anymore one writing tablet can repeat 100 000 times. The inside Battery can be used at least 9 months which means Super low energy consumption.,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/41sK3J5ZQIL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Bestor-Portable-Paperless-Digital-Writing/dp/B08CZHGHKH/ref=sr_1_491?qid=1672903019&s=computers&sr=1-491
B0B2RBP83P,"Lenovo IdeaPad 3 11th Gen Intel Core i3 15.6"" FHD Thin & Light Laptop(8GB/512GB SSD/Windows 11/Office 2021/2Yr Warranty/3months Xbox Game Pass/Platinum Grey/1.7Kg) 81X800LGIN",Computers&Accessories|Laptops|TraditionalLaptops,37247,59890,38%,4,323,"Processor: 11th Gen Intel Core i3-1115G4 | Speed: 3.0 GHz (Base) - 4.1 GHz (Max) | 2 Cores | 4 Threads | 6MB Cache|Display: 15.6"" FHD (1920x1080)| TN Technology | 220Nits Brightness | Anti Glare || Memory: 8GB RAM DDR4-2666 | Upgradable Up to 12GB || Storage: 512 GB SSD|OS and Software: Windows 11 Home 64 | Office Home and Student 2021 | Xbox GamePass Ultimate 3-month subscription*|Graphics: Integrated Intel UHD Graphics || Design: 1.99 cm Thin and 1.7 kg Light|Battery Life: 45Wh Battery | Upto 7 Hours | Rapid Charge (Up to 80% in 1 Hour) || Ports: 2x USB-A 3.2 Gen 1 | 1x USB-A 2.0 |1x Headphone / microphone combo jack (3.5mm) | 1x HDMI 1.4 |1x 4-in-1 media reader (MMC SD SDHC SDXC)|Camera (Built in): HD 720p | Fixed Focus | Privacy Shutter | Integrated Dual Array Microphone|Smart Learning Features : Lenovo Aware | Whisper Voice | Eye Care",https://m.media-amazon.com/images/I/41PnIUzyYML._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Lenovo-IdeaPad-Warranty-Platinum-81X800LGIN/dp/B0B2RBP83P/ref=sr_1_492?qid=1672903019&s=computers&sr=1-492
B078W65FJ7,boAt BassHeads 900 On-Ear Wired Headphones with Mic (White),Electronics|HeadphonesEarbuds&Accessories|Headphones|On-Ear,849,2490,66%,4.2,91188,Enjoy powerful dynamic sound with punchy bass and clear natural vocals with the responsive 40mm Neodymium drivers balanced sound for a complete listening experience|Its sleek lightweight and compact design makes portability extremely convenient|The on-ear headphones with swivel earcups offers flexible wearing and a comfortable fit for everyone|Easy to carry easy to store headphones are engineered for music on the go|The tangle-resistant cable with 3.5mm audio jack comes with a built-in mic and control for calls and playback|1 year warranty from the date of purchase,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41ZeJ53ij3L._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Heads-900-Wired-Headphones-White/dp/B078W65FJ7/ref=sr_1_493?qid=1672903019&s=computers&sr=1-493
B08S74GTBT,"Zebronics Astra 10 Portable Wireless BT v5.0 Speaker 10W RMS Power 15* Hours Backup 2.25"" Drive Size up to 6.4"" Mobile Holder Support Carry Handle USB mSD AUX Input and FM Radio with Antenna",Electronics|HomeAudio|Speakers|OutdoorSpeakers,799,1999,60%,3.7,418,Wireless Portable Speaker with Mobile Holder|Easy to Carry handle|Supporting Bluetooth USB AUX & Micro SD Card|Adjustable FM Antenna|Media/ Volume Control Call Function|Built-in rechargeable battery|Mobile Holder supports upto 16.25cm size phones,https://m.media-amazon.com/images/I/41uoxHxPDaL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/ZEBRONICS-Zeb-Astra-Wireless-Portable-Function/dp/B08S74GTBT/ref=sr_1_495?qid=1672903019&s=computers&sr=1-495
B0B9BD2YL4,KINGONE Wireless Charging Pencil (2nd Generation) for iPad with Magnetic and Tilt Sensitive Palm Rejection Compatible with Apple iPad Pro 11 inch 1/2/3/4 iPad Pro 12.9 Inch 3/4/5/6 iPad Air 4/5 mini6,Electronics|Mobiles&Accessories|MobileAccessories|StylusPens,2599,6999,63%,4.5,1526,【2022 latest iPad Magnetic Charging】 The latest iPad pen developed by KINGONE provides true wireless charging without cables just like Apple Pencil2. Automatic Bluetooth pairing and charging. You can keep charging your iPad while you carry it. It also perfectly solves the problems of obvious heating slow charging and sudden crash of the iPad when charging other wireless charging styluses. You can use it without any worries|【Ultra-High-Precision 0-delay】KINGONE's latest iPad pencil is equipped with the latest ultra-high-precision chip which solves various problems such as slow response disconnection delay and misalignment of other styluses. Whether you're drawing or taking notes you can use it comfortably and have the same writing comfort as the Apple Pencil as if you were writing on real paper|【Excellent Easy of Use】This iPad stylus uses physical buttons. Compared with other touch switches there will be no accidental power on/off which greatly improves the ease of use and experience. 6 major functions such as quick screenshot handwriting in the text box shape correction and return to the [home screen] with a single switch enjoy iPad anytime anywhere! Additionally the nib is interchangeable with Apple Pencil 1st/2nd generation for a wide range of applications|【Tilt Sensing & Malfunction Prevention】KINGONE's latest iPad stylus is equipped with anti-palm touch and tilt sensing functions allowing your hands to rest naturally on the iPad just like drawing on paper. You can dynamically adjust the thickness of the lines according to the placement angle of the chip and draw and write as you like. The perfect gift for parents kids friends colleagues and classmates!|【Compatible Models & Warranty】Pay attention to the applicable models! Please check your iPad model before purchasing. Compatible Models: iPad Pro 12.9-inch (3rd/4th/5th/6th generation) iPad Pro 11-inch iPad Air (3rd/4th generation) iPad mini 6. If you have any questions during use please don't hesitate to contact us,https://m.media-amazon.com/images/I/217Lv1D3bHL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Wireless-Generation-Sensitive-Rejection-Compatible/dp/B0B9BD2YL4/ref=sr_1_496?qid=1672903019&s=computers&sr=1-496
B0BMXMLSMM,Lapster 65W compatible for OnePlus Dash Warp Charge Cable  type c to c cable fast charging Data Sync Cable Compatible with One Plus 10R / 9RT/ 9 pro/ 9R/ 8T/ 9/ Nord & for All Type C Devices – Red 1 Meter,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199,999,80%,4.5,127,-1 meter type c to c cable fast charging cable Convenient for all types of USB C Laptops Tablets And Smartphones.|-6.5 Amp USB C Cable compatibility with All 60W 45W 30W 18W 15W USB-C Power Adapters Support Pd 3.0 And Qc 3.0 Fast Charge for Your Devices. Data Transfer Speed Is Up To 480Mbps Of USB 2.0. Note: Not Support Video Transfer.AM|-USB C To C Cable Support Warp Charge For One plus 8T One plus 9/9 Pro Too Fast Charge For MacBook Air 13 Inch 2020/2019/2018 For MacBook Pro 13/15/16 Inch AM|Compatiblity with type c to c cable fast charging cabe is Newest 2020/2019/2018/2017/2016 For iPad Mini 2021 For iPad Pro 12.9/11 Inch 2020 For Google Pixel 6/6 Pro/5/4A/4 Xl/4/3A Xl/3A/3 Xl/3/2 Xl/2 For Samsung Galaxy S21 Fe 5G/S20 Fe 5G/Note 20 Ultra/Note 20/S20/S20+/S20 Ultra Galaxy Z Flip 3 Galaxy Z Fold 3 And More Devices.|65 watt type c cable is in Premium Silicon Coating High-Quality Prolong Bending Lifespan  Pure Copper Core . Both USB C Connectors are Designed with An Advanced Emark Chip for Higher Efficiency & Safer Charging for Your One plus 8T. Output Delivery At 6.5A 10V Max 65% Charging Capacity Only Takes 30 Minutes Saving Your Valued Time.,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/3135yilFsfL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Lapster-compatible-OnePlus-charging-Compatible/dp/B0BMXMLSMM/ref=sr_1_497?qid=1672903019&s=computers&sr=1-497
B0141EZMAI,Gizga Essentials USB WiFi Adapter for PC 150 Mbps Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows Mac OS & Linux Kernel | WPA/WPA2 Encryption Standards| Black,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,269,800,66%,3.6,10134,USB WiFi Adapter: Fast wireless transmission at up to 150 Mbps ideal for video streaming gaming and internet calls|USB 2.0 Interface: Supports high speed USB 2.0 interface for a seamless experience|Advanced Security: Supports 64/128 WEP WPA PA2/WPA-PSK/WPA2-PSK(TKIP/AES) wireless security|Nano Design: High performing nano-size design for portability|Easy Installation: Includes quick installation and configuration guide,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31mgo4D-kPL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Receiver-300Mbps-802-11b-Wireless-Network/dp/B0141EZMAI/ref=sr_1_498?qid=1672903019&s=computers&sr=1-498
B07QMRHWJD,SWAPKART Portable Flexible Adjustable Eye Protection USB LED Desk Light Table Lamp for Reading Working on PC Laptop Power Bank Bedroom ( Multicolour ),Computers&Accessories|Accessories&Peripherals|USBGadgets|Lamps,298,999,70%,4.3,1552,14 Highlight LED Lampsuper bright white light|Long life lasting LED Lamp life expectancy up to 10000hours|smooth and high-class small and light weight|standard USB plug directly into USB to take power|Super-saving power the power consumption is less than 40ma,https://m.media-amazon.com/images/I/41d-eh65JLS._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/SWAPKART-Portable-Reading-Working-Bedroom/dp/B07QMRHWJD/ref=sr_1_499?qid=1672903019&s=computers&sr=1-499
B07W7Z6DVL,Infinity (JBL Fuze 100 Wireless Portable Bluetooth Speaker with Mic Deep Bass Dual Equalizer IPX7 Waterproof Rugged Fabric Design (Black),Electronics|HomeAudio|Speakers|OutdoorSpeakers,1499,2999,50%,4.1,25262,Compact Portable Bluetooth Speakers. Wireless Bluetooth Streaming Charging Time 3.5H@ 5V0.5A|Dual Equaliser Modes for Normal & Deep Bass Output. 9 Hours Music Playtime Under Optimum Audio Settings|IPX7 Waterproof Design. Audio Specifications : Frequency Response 120Hz - 20KHz . Signal to noise Ratio 70dB (Aux)|Pair 2 Infinity Fuze 100 Speakers with Dual Speaker Connect Technology|Speakerphone|Rugged & Durable Fabric Material|1 year manufacturer’s warranty,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/51UH57Cs5hL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Infinity-Fuze-100-Waterproof-Portable/dp/B07W7Z6DVL/ref=sr_1_500?qid=1672903019&s=computers&sr=1-500
B07WMS7TWB,Pigeon by Stovekraft Amaze Plus Electric Kettle (14289) with Stainless Steel Body 1.5 litre used for boiling Water making tea and coffee instant noodles soup etc. 1500 Watt (Silver),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,649,1245,48%,3.9,123365,CLASSIC DESIGN: The classical mirror polish of the appearance makes your electric kettle unique and aesthetic which can match any type of kitchen design and 360° swivel base is connected with standard power cord for safe usage and convenient storage|CORDLESS POURING: The electric kettle can be easily lifts from its swivel base for easy filling at the sink and graceful serving without the hassle of a power cord; it can also be returned to its power source from any direction great for right and left-handed users.|CONVENIENT: The cordless & BPA-Free electric electric kettle makes a striking presence on any kitchen counter or buffet in preparing and serving and it is easy for storage|FAST BOIL: This 1500W electric kettle has concealed heating elements and can boil up to 1.5 litres of water in 5 to 7 minutes quicker and safer. Start your day with a cup of instant lemon tea green tea hot water.|EASY CLEAN: Use white vinegar baking soda water cleaning bottle brush and microfiber cloth to clean your electric kettle and keep it looking new.|Water Level Indicator: No,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/31na34LxwmL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Pigeon-Amaze-Plus-1-5-Ltr/dp/B07WMS7TWB/ref=sr_1_5?qid=1672923591&s=kitchen&sr=1-5
